Code_commune,COM,NotePop,NoteSanté,NoteRestauration,NoteServicePubl,NoteService,NoteTransport,NoteActivités,NoteCouv,NotePrix
54291,Lalœuf,1,1,1,1,4,2,1,5,2
54292,Lamath,1,1,1,1,4,1,1,1,2
54294,Landremont,1,1,1,1,3,1,2,1,3
54295,Landres,3,4,4,1,4,4,4,1,3
54296,Laneuvelotte,1,1,2,1,4,3,4,1,3
54297,Laneuveville-aux-Bois,1,1,1,1,2,3,2,5,2
54298,Laneuveville-derrière-Foug,1,1,1,1,3,1,2,5,1
54299,Laneuveville-devant-Bayon,1,1,2,1,4,1,3,5,4
54300,Laneuveville-devant-Nancy,4,5,4,1,5,5,4,5,4
54301,Lanfroicourt,1,1,1,1,4,1,4,1,3
54302,Lantéfontaine,2,1,2,1,5,2,2,1,4
54303,Laronxe,1,1,1,1,4,3,1,1,2
54304,Laxou,5,5,5,3,5,5,5,5,5
54305,Lay-Saint-Christophe,3,5,4,1,5,4,4,1,4
54306,Lay-Saint-Remy,1,1,1,1,1,4,4,1,2
54307,Lebeuville,1,1,2,1,2,1,3,5,2
54309,Lemainville,1,1,1,1,2,2,4,5,2
54311,Lenoncourt,2,1,1,1,4,4,4,5,2
54312,Lesménils,2,1,3,1,5,2,4,1,2
54313,Létricourt,1,1,1,1,1,1,2,1,4
54314,Lexy,3,5,4,2,5,5,4,1,4
54315,Leyr,2,4,2,1,5,3,4,1,3
54316,Limey-Remenauville,1,1,1,1,4,2,2,1,2
54318,Liverdun,4,5,4,2,5,5,5,5,4
54320,Loisy,1,1,3,1,4,4,2,1,2
54321,Longlaville,3,4,4,2,5,5,4,1,4
54322,Longuyon,4,5,4,2,5,5,4,1,3
54323,Longwy,5,5,5,4,5,5,5,1,5
54325,Loromontzey,1,1,1,1,2,1,1,5,2
54326,Lubey,1,1,1,1,2,2,2,1,3
54327,Lucey,2,1,2,1,4,3,4,5,4
54328,Ludres,4,5,5,1,5,5,5,5,4
54329,Lunéville,5,5,5,4,5,5,5,4,4
54330,Lupcourt,1,1,1,1,4,1,3,4,3
54331,Magnières,1,4,3,1,4,3,2,5,1
54332,Maidières,3,4,4,1,4,4,4,4,4
54333,Mailly-sur-Seille,1,1,1,1,3,2,4,1,5
54334,Mairy-Mainville,2,1,1,1,3,3,4,1,2
54335,Maixe,1,1,1,1,3,2,4,5,2
54336,Maizières,2,3,2,1,4,4,2,1,3
54337,Malavillers,1,1,1,1,2,1,1,1,2
54338,Malleloy,2,1,3,1,4,2,4,1,4
54339,Malzéville,4,5,4,1,5,5,5,5,4
54340,Mamey,1,1,1,1,4,1,3,1,4
54344,Mangonville,1,1,1,1,3,1,4,5,1
54345,Manoncourt-en-Vermois,1,1,1,1,4,2,3,1,2
54346,Manoncourt-en-Woëvre,1,1,1,1,4,2,3,5,3
54348,Manonville,1,2,2,1,1,2,3,1,2
54349,Manonviller,1,2,1,1,2,1,2,5,1
54350,Marainviller,2,2,1,1,4,4,3,5,1
54351,Marbache,3,4,1,1,5,4,4,5,3
54352,Maron,2,2,4,1,4,3,4,1,3
54353,Mars-la-Tour,2,4,3,2,4,4,4,5,3
54356,Mattexey,1,1,1,1,2,1,1,5,1
54357,Maxéville,4,5,4,2,5,5,5,5,4
54358,Mazerulles,1,1,1,1,3,2,4,1,3
54359,Méhoncourt,1,1,1,1,3,1,2,5,2
54360,Ménil-la-Tour,1,2,2,1,4,2,4,5,2
54362,Mercy-le-Bas,3,4,3,2,4,4,4,1,2
54363,Mercy-le-Haut,1,1,1,1,3,2,2,1,2
54364,Méréville,3,3,3,1,4,4,4,1,3
54365,Merviller,1,1,1,1,4,3,3,1,1
54366,Messein,3,4,4,1,5,4,4,1,4
54367,Mexy,3,4,4,1,5,4,4,1,4
54369,Millery,2,1,3,1,5,4,3,5,4
54370,Minorville,1,1,1,1,4,1,3,1,2
54371,Moineville,3,2,3,1,5,3,4,2,3
54372,Moivrons,2,1,2,1,4,2,3,1,1
54373,Moncel-lès-Lunéville,2,4,4,1,5,5,4,5,4
54374,Moncel-sur-Seille,2,3,1,1,4,3,4,1,3
54375,Montauville,3,2,2,1,4,3,4,2,3
54376,Montenoy,1,1,1,1,2,4,4,1,2
54378,Montigny-sur-Chiers,1,1,1,1,3,1,4,1,1
54379,Mont-l'Étroit,1,1,1,1,1,1,3,1,3
54380,Mont-le-Vignoble,1,1,1,1,4,1,2,1,2
54382,Mont-Saint-Martin,4,5,5,2,5,5,5,1,4
54383,Mont-sur-Meurthe,3,4,1,3,5,4,4,5,3
54385,Morfontaine,3,1,1,1,4,2,4,1,4
54386,Moriviller,1,1,1,1,2,1,2,5,1
54389,Mouaville,1,1,1,1,2,1,1,1,3
54390,Mousson,1,1,1,1,4,1,2,5,4
54391,Moutiers,3,3,1,1,5,4,4,1,2
54392,Moutrot,1,1,1,1,3,1,4,1,2
54393,Moyen,2,2,2,1,4,3,4,5,2
54394,Murville,1,1,1,1,4,1,2,1,4
54395,Nancy,7,5,5,5,5,5,5,4,4
54396,Neufmaisons,1,1,1,1,1,2,1,5,3
54397,Neuves-Maisons,4,5,5,4,5,5,4,1,4
54399,Neuviller-sur-Moselle,1,1,1,1,2,2,4,5,1
54400,Nomeny,3,5,2,4,5,4,4,1,3
54402,Norroy-le-Sec,1,1,2,1,4,4,3,1,2
54403,Norroy-lès-Pont-à-Mousson,3,1,2,1,5,4,4,1,3
54404,Noviant-aux-Prés,1,1,2,1,4,2,2,1,3
54405,Ochey,2,3,2,1,4,4,4,1,4
54406,Ogéviller,1,3,1,1,3,3,4,5,1
54407,Ognéville,1,1,1,1,2,1,1,5,1
54408,Olley,1,1,1,1,3,1,2,1,1
54410,Onville,2,4,2,1,4,4,2,1,3
54411,Ormes-et-Ville,1,1,1,1,2,1,3,4,3
54413,Ozerailles,1,1,1,1,4,1,4,1,1
54414,Pagney-derrière-Barine,2,1,1,1,4,3,4,5,3
54415,Pagny-sur-Moselle,3,5,4,2,5,5,4,2,3
54416,Pannes,1,1,1,1,4,1,1,5,2
54417,Parey-Saint-Césaire,1,1,1,1,4,2,3,5,1
54420,Petit-Failly,1,1,1,1,3,1,1,1,2
54421,Petitmont,1,1,2,1,4,1,1,5,1
54422,Pettonville,1,1,1,1,2,1,1,5,1
54423,Pexonne,1,1,2,1,2,1,3,5,1
54424,Phlin,1,1,1,1,1,2,1,1,3
54425,Piennes,3,5,4,2,5,5,4,1,2
54426,Pierre-la-Treiche,1,1,2,1,4,2,4,1,3
54427,Pierre-Percée,1,1,4,1,3,2,2,1,1
54428,Pierrepont,2,4,2,1,4,4,4,1,2
54429,Pierreville,1,1,1,1,4,1,3,5,1
54430,Pompey,3,5,5,1,5,5,5,1,4
54431,Pont-à-Mousson,5,5,5,4,5,5,5,5,4
54432,Pont-Saint-Vincent,3,5,4,1,5,4,4,1,4
54433,Port-sur-Seille,1,1,1,1,4,1,4,1,2
54434,Praye,1,1,1,1,4,2,2,5,2
54435,Prény,1,1,1,1,4,2,2,1,2
54436,Preutin-Higny,1,1,1,1,3,1,1,1,1
54437,Pulligny,3,4,2,1,4,4,4,4,3
54438,Pulney,1,1,1,1,2,1,1,1,1
54439,Pulnoy,4,5,4,1,5,5,5,5,4
54440,Puxe,1,1,1,1,2,1,3,1,1
54441,Puxieux,1,1,1,1,2,4,2,5,3
54442,Quevilloncourt,1,1,1,1,4,1,1,5,2
54444,Raucourt,1,1,1,1,3,1,4,1,3
54445,Raville-sur-Sânon,1,1,1,1,3,1,1,1,1
54446,Réchicourt-la-Petite,1,1,1,1,2,1,1,1,5
54449,Rehainviller,3,1,1,1,4,3,4,5,3
54451,Réhon,3,5,3,2,5,4,4,1,3
54453,Rembercourt-sur-Mad,1,1,1,1,1,2,1,5,3
54455,Remenoville,1,1,2,1,2,2,4,5,2
54456,Réméréville,2,1,2,1,4,2,4,1,3
54459,Richardménil,3,5,4,1,5,4,4,1,4
54460,Rogéville,1,1,1,1,2,2,2,1,2
54462,Rosières-aux-Salines,3,5,4,1,5,4,4,1,3
54463,Rosières-en-Haye,1,1,1,1,1,1,3,1,3
54464,Rouves,1,1,1,1,3,1,3,1,3
54465,Roville-devant-Bayon,2,1,1,1,4,4,4,5,3
54466,Royaumeix,1,4,1,1,3,1,3,5,2
54467,Rozelieures,1,1,2,1,4,2,1,5,1
54468,Saffais,1,1,2,1,4,1,1,5,2
54469,Saint-Ail,1,4,1,1,4,1,4,5,4
54471,Saint-Boingt,1,1,1,1,2,1,1,5,1
54472,Saint-Clément,2,4,1,1,4,4,4,1,2
54473,Saint-Firmin,1,2,2,1,4,1,1,5,1
54475,Saint-Germain,1,1,1,1,3,1,3,5,2
54476,Saint-Jean-lès-Longuyon,1,1,2,1,4,4,4,1,2
54478,Saint-Marcel,1,1,1,1,4,2,1,1,3
54479,Saint-Mard,1,1,1,1,2,2,1,5,2
54481,Saint-Maurice-aux-Forges,1,1,1,1,2,2,1,5,2
54482,Saint-Max,5,5,5,1,5,5,4,3,4
54483,Saint-Nicolas-de-Port,4,5,4,3,5,5,4,4,4
54484,Sainte-Pôle,1,1,1,1,1,1,4,5,1
54485,Saint-Pancré,1,1,1,1,3,1,2,1,3
54486,Saint-Remimont,1,1,1,1,4,2,3,1,3
54490,Saizerais,3,4,2,1,5,4,4,5,3
54491,Sancy,1,1,1,1,3,2,4,1,4
54493,Saulnes,3,4,2,2,5,4,4,1,3
54495,Saulxures-lès-Nancy,3,5,2,1,5,4,4,5,4
54496,Saulxures-lès-Vannes,1,2,2,1,3,2,4,1,1
54497,Saxon-Sion,1,1,4,1,4,1,2,5,1
54498,Seichamps,4,5,4,1,5,4,5,5,4
54500,Selaincourt,1,1,1,1,2,1,2,1,3
54501,Seranville,1,1,1,1,3,1,2,5,1
54502,Serres,1,1,1,1,3,1,4,5,1
54504,Serrouville,2,1,1,1,4,2,4,1,3
54505,Sexey-aux-Forges,2,1,1,1,4,4,4,1,2
54508,Sivry,1,1,1,1,4,1,4,1,4
54509,Sommerviller,2,4,1,1,4,4,4,5,3
54510,Sornéville,1,1,1,1,4,2,3,1,2
54511,Sponville,1,1,1,1,2,1,3,5,3
54512,Tanconville,1,1,1,1,3,1,3,5,1
54513,Tantonville,2,2,4,1,4,4,4,5,1
54514,Tellancourt,2,1,3,1,4,3,4,1,4
54515,Thélod,1,1,1,1,4,3,4,1,2
54517,Thézey-Saint-Martin,1,1,1,1,1,1,3,1,3
54518,Thiaucourt-Regniéville,3,5,4,4,5,4,4,5,2
54519,Thiaville-sur-Meurthe,2,3,2,1,4,4,4,1,2
54520,Thiébauménil,1,1,2,1,4,2,3,5,2
54521,Thil,3,4,1,1,5,4,4,1,4
54522,Thorey-Lyautey,1,1,1,1,4,1,4,5,2
54523,Thuilley-aux-Groseilles,1,1,2,1,4,1,4,1,1
54525,Tiercelet,2,3,2,1,4,2,4,1,4
54526,Tomblaine,4,5,4,2,5,5,5,5,4
54527,Tonnoy,2,4,1,1,4,4,4,5,3
54528,Toul,5,5,5,4,5,5,5,1,4
54530,Tramont-Lassus,1,1,1,1,1,1,2,5,1
54531,Tramont-Saint-André,1,1,1,1,1,1,2,5,1
54533,Trieux,3,4,4,2,5,4,4,1,3
54534,Trondes,2,1,1,1,4,2,4,5,2
54535,Tronville,1,3,2,1,4,2,2,5,3
54536,Tucquegnieux,3,5,4,1,5,4,4,1,2
54537,Ugny,2,1,2,1,4,2,4,1,4
54538,Uruffe,1,1,2,1,3,1,4,1,1
54539,Vacqueville,1,1,1,1,4,1,3,1,1
54540,Val-et-Châtillon,2,1,1,1,4,1,4,5,1
54541,Valhey,1,1,1,1,3,1,2,1,3
54542,Valleroy,3,4,4,1,5,4,4,1,4
54543,Vallois,1,1,1,1,1,1,3,5,3
54544,Vandelainville,1,1,1,1,3,2,1,1,3
54545,Vandeléville,1,1,1,1,3,1,4,5,1
54546,Vandières,2,2,1,1,4,4,4,1,4
54547,Vandœuvre-lès-Nancy,5,5,5,4,5,5,5,5,4
54548,Vannes-le-Châtel,2,1,1,1,4,4,2,1,2
54549,Varangéville,3,5,4,1,5,4,4,1,4
54550,Vathiménil,1,1,1,1,4,2,2,5,3
54553,Vaudeville,1,1,1,1,4,1,2,5,3
54554,Vaudigny,1,1,1,1,2,1,3,5,4
54556,Vého,1,1,1,1,2,1,4,5,2
54557,Bois-de-Haye,3,4,4,2,5,4,5,1,4
54557,Velaine-en-Haye,3,4,4,2,5,4,5,1,4
54558,Velaine-sous-Amance,1,1,1,1,3,1,4,1,4
54559,Velle-sur-Moselle,1,1,1,1,4,1,4,4,3
54563,Vézelise,3,5,4,3,5,4,4,4,2
54564,Viéville-en-Haye,1,1,1,1,2,2,3,5,2
54565,Vigneulles,1,1,1,1,2,1,4,4,2
54567,Villacourt,1,1,1,1,4,3,1,1,1
54568,Ville-au-Montois,1,1,1,1,3,3,1,1,3
54569,Ville-au-Val,1,1,1,1,3,1,1,1,3
54570,Villecey-sur-Mad,1,1,1,1,4,1,2,1,3
54571,Ville-en-Vermois,2,4,3,1,5,4,3,4,3
54572,Ville-Houdlémont,2,3,2,1,4,1,3,1,3
54573,Villers-en-Haye,1,1,1,1,4,1,2,1,3
54574,Villers-la-Chèvre,2,1,1,1,3,1,4,1,4
54575,Villers-la-Montagne,3,4,4,3,5,4,4,1,3
54577,Villers-lès-Moivrons,1,1,1,1,3,1,2,1,1
54578,Villers-lès-Nancy,5,5,4,1,5,5,5,5,5
54579,Villers-sous-Prény,1,1,1,1,4,1,4,1,3
54580,Villerupt,4,5,5,2,5,5,5,1,4
54581,Ville-sur-Yron,1,1,2,1,3,3,4,5,1
54582,Villette,1,1,1,1,2,2,3,5,2
54583,Villey-le-Sec,1,1,2,1,4,1,4,1,4
54584,Villey-Saint-Étienne,3,4,3,1,4,4,4,1,3
54585,Virecourt,1,1,1,1,4,2,3,1,3
54586,Viterne,2,1,2,1,4,4,4,1,2
54587,Vitrey,1,1,2,1,4,1,1,5,4
54588,Vitrimont,1,1,1,1,4,4,4,4,1
54590,Viviers-sur-Chiers,2,1,1,1,4,4,2,1,3
54591,Voinémont,1,2,1,1,3,2,3,5,4
54593,Waville,1,1,1,1,4,3,4,1,3
54594,Xammes,1,1,1,1,4,1,4,5,2
54595,Xermaménil,2,1,1,1,4,2,4,1,3
54596,Xeuilley,2,1,4,1,4,4,4,1,3
54597,Xirocourt,1,1,1,1,4,2,4,5,2
54598,Xivry-Circourt,1,1,1,1,2,1,1,1,1
54600,Xousse,1,1,1,1,3,1,4,5,3
55101,Chardogne,1,1,1,1,4,2,2,1,2
55102,Charny-sur-Meuse,2,4,1,1,4,2,4,5,2
55104,Chassey-Beaupré,1,1,1,1,2,1,4,1,5
55105,Châtillon-sous-les-Côtes,1,3,1,1,3,1,2,1,3
55106,Chattancourt,1,1,1,1,4,1,1,1,2
55108,Chaumont-sur-Aire,1,1,2,1,3,3,2,1,1
55109,Chauvency-le-Château,1,1,1,1,3,1,2,1,1
55110,Chauvency-Saint-Hubert,1,1,1,1,2,1,3,1,1
55111,Chauvoncourt,1,1,2,1,4,4,2,1,1
55113,Cheppy,1,1,1,1,3,1,1,1,1
55114,Chonville-Malaumont,1,1,1,1,3,1,4,1,1
55117,Clermont-en-Argonne,3,5,2,3,5,4,4,1,1
55120,Combles-en-Barrois,2,1,2,1,4,3,4,5,3
55121,Combres-sous-les-Côtes,1,1,1,1,1,1,2,1,1
55122,Commercy,4,5,5,4,5,5,5,1,2
55123,Les Hauts-de-Chée,2,2,3,1,4,2,3,1,1
55124,Consenvoye,1,4,2,1,3,2,2,1,2
55125,Contrisson,2,1,1,1,4,4,4,5,2
55132,Cousances-les-Forges,3,4,2,1,5,4,4,1,1
55134,Couvonges,1,1,2,1,1,2,1,5,1
55138,Culey,1,1,1,1,1,1,2,1,1
55142,Dainville-Bertheléville,1,1,1,1,4,1,2,1,3
55143,Damloup,1,1,1,1,2,1,2,1,2
55144,Dammarie-sur-Saulx,1,4,1,1,4,3,4,1,1
55145,Damvillers,2,5,2,3,4,4,4,1,3
55146,Dannevoux,1,1,1,1,1,4,2,1,1
55148,Delouze-Rosières,1,1,2,1,4,1,1,1,1
55150,Demange-Baudignécourt,2,1,2,1,4,4,4,1,1
55154,Dieue-sur-Meuse,3,5,2,1,5,4,4,1,2
55155,Dombasle-en-Argonne,1,4,1,1,4,3,3,1,2
55156,Dombras,1,1,1,1,4,2,1,1,5
55158,Dommary-Baroncourt,2,1,1,1,4,4,4,1,2
55159,Dompcevrin,1,1,1,1,4,1,4,1,1
55163,Doncourt-aux-Templiers,1,1,1,1,2,1,1,1,1
55165,Doulcon,1,4,2,2,4,2,4,1,1
55166,Dugny-sur-Meuse,3,2,2,1,4,4,4,1,2
55167,Dun-sur-Meuse,2,4,3,4,5,4,3,1,1
55169,Écouviez,2,1,1,1,4,3,2,1,4
55171,Eix,1,1,3,1,4,4,2,1,3
55172,Les Éparges,1,1,1,1,2,1,2,1,1
55174,Épinonville,1,1,1,1,2,1,1,1,3
55177,Érize-la-Petite,1,1,1,1,4,1,1,1,1
55178,Érize-Saint-Dizier,1,1,1,1,4,1,2,1,2
55179,Erneville-aux-Bois,1,1,1,1,2,2,1,1,1
55180,Esnes-en-Argonne,1,1,1,1,2,1,3,1,1
55181,Étain,3,5,4,3,5,5,4,1,3
55182,Éton,1,1,1,1,4,1,1,1,3
55184,Euville,3,4,3,1,5,4,4,1,2
55186,Fains-Véel,3,4,2,1,5,4,4,3,3
55191,Foameix-Ornel,1,1,1,1,2,2,3,1,2
55193,Forges-sur-Meuse,1,1,1,1,3,1,2,1,2
55195,Fouchères-aux-Bois,1,1,1,1,3,1,2,1,1
55196,Frémeréville-sous-les-Côtes,1,1,1,1,4,1,2,1,1
55197,Fresnes-au-Mont,1,1,1,1,2,2,2,1,2
55198,Fresnes-en-Woëvre,2,5,4,3,5,4,4,1,3
55199,Froidos,1,1,1,1,3,1,1,1,2
55200,Fromeréville-les-Vallons,1,1,1,1,3,4,1,5,2
55201,Fromezey,1,1,1,1,1,1,3,1,2
55202,Futeau,1,1,1,1,4,1,2,1,2
55206,Gercourt-et-Drillancourt,1,1,1,1,2,1,2,1,1
55212,Girauvoisin,1,1,1,1,2,1,2,1,5
55214,Givrauval,1,1,1,1,2,3,4,1,5
55215,Gondrecourt-le-Château,3,5,2,4,5,4,4,1,1
55217,Goussaincourt,1,1,1,1,2,1,1,1,1
55219,Grimaucourt-en-Woëvre,1,1,1,1,3,1,2,1,2
55221,Guerpont,1,1,1,1,4,1,2,1,2
55222,Gussainville,1,1,1,1,1,1,2,1,3
55224,Haironville,2,1,1,1,2,3,4,5,1
55225,Halles-sous-les-Côtes,1,2,1,1,2,1,2,1,2
55228,Hannonville-sous-les-Côtes,2,3,1,1,4,4,3,1,4
55229,Han-sur-Meuse,1,1,2,1,4,1,1,1,2
55232,Harville,1,1,1,1,2,1,2,1,2
55236,Haudainville,2,3,3,1,5,5,4,1,2
55237,Haudiomont,1,1,3,1,4,4,2,1,1
55241,Heippes,1,1,1,1,3,2,1,1,2
55242,Hennemont,1,1,1,1,3,1,2,1,2
55243,Herbeuville,1,1,1,1,2,3,2,1,3
55244,Herméville-en-Woëvre,1,1,1,1,4,1,1,1,1
55246,Hévilliers,1,1,2,1,4,1,2,1,1
55250,Inor,1,2,1,1,4,1,4,1,1
55251,Ippécourt,1,1,2,1,3,1,1,1,4
55252,Iré-le-Sec,1,1,2,1,4,2,2,1,1
55253,Les Islettes,2,4,2,1,4,3,4,1,3
55255,Jametz,1,1,1,1,4,1,1,1,1
55257,Jouy-en-Argonne,1,1,1,1,2,1,1,1,1
55258,Geville,2,1,1,1,4,2,4,1,3
55260,Julvécourt,1,1,1,1,2,1,1,1,3
55261,Juvigny-en-Perthois,1,1,1,1,1,1,2,1,2
55262,Juvigny-sur-Loison,1,2,1,1,3,2,1,1,1
55263,Kœur-la-Grande,1,1,1,1,1,1,3,1,1
55264,Kœur-la-Petite,1,1,2,1,3,2,2,1,1
55265,Labeuville,1,1,1,1,3,2,1,1,3
55267,Lachaussée,1,4,2,1,4,3,2,1,5
55268,Lacroix-sur-Meuse,2,4,4,2,4,4,4,1,2
55271,Laheycourt,1,1,1,1,2,2,4,5,1
55272,Laimont,1,1,2,1,4,4,4,5,1
55274,Lamorville,1,1,1,1,3,1,4,1,2
55275,Lamouilly,1,1,1,1,2,1,1,1,1
55276,Landrecourt-Lempire,1,1,1,1,4,1,2,1,2
55278,Laneuville-au-Rupt,1,1,1,1,3,1,3,1,1
55279,Laneuville-sur-Meuse,1,1,2,1,4,4,4,1,1
55280,Lanhères,1,1,1,1,2,1,1,1,3
55281,Latour-en-Woëvre,1,1,1,1,3,1,1,1,2
55282,Lavallée,1,1,1,1,2,1,1,1,2
55284,Lavincourt,1,1,1,1,2,1,1,1,1
55285,Lavoye,1,1,2,1,4,1,1,1,1
55286,Lemmes,1,1,1,1,3,2,1,1,2
55288,Lérouville,3,4,1,1,4,4,4,1,2
55290,Lignières-sur-Aire,1,1,1,1,1,1,2,1,1
55291,Ligny-en-Barrois,3,5,5,4,5,5,4,1,1
55293,Lion-devant-Dun,1,1,1,1,4,1,1,1,1
55296,L' Isle-en-Rigault,1,4,1,1,4,4,4,5,1
55297,Lissey,1,1,1,1,1,1,3,1,1
55298,Loisey,1,1,1,1,4,3,4,1,2
55300,Longeaux,1,1,1,1,4,2,1,1,2
55301,Longchamps-sur-Aire,1,1,1,1,4,2,3,1,1
55302,Longeville-en-Barrois,3,4,1,1,4,4,4,4,2
55304,Louppy-le-Château,1,4,1,1,4,1,1,5,2
55312,Maizey,1,1,1,1,4,1,2,1,1
55313,Malancourt,1,1,1,1,3,1,1,1,1
55315,Mandres-en-Barrois,1,1,1,1,3,1,2,1,1
55316,Mangiennes,1,1,1,1,4,3,4,1,1
55317,Manheulles,1,1,1,1,2,1,2,1,1
55321,Marre,1,2,2,1,4,1,1,5,3
55324,Marville,2,4,2,1,5,3,4,1,3
55327,Mauvages,1,1,1,1,3,1,2,1,1
55328,Maxey-sur-Vaise,1,1,1,1,4,3,3,1,1
55331,Méligny-le-Petit,1,1,1,1,1,1,2,1,1
55332,Menaucourt,1,1,1,1,2,1,1,1,1
55334,Ménil-la-Horgne,1,1,2,1,3,1,2,1,1
55335,Ménil-sur-Saulx,1,1,2,1,4,1,4,1,1
55336,Merles-sur-Loison,1,1,1,1,3,1,2,1,1
55338,Milly-sur-Bradon,1,1,1,1,3,2,1,1,1
55339,Mogeville,1,1,1,1,4,1,1,1,1
55340,Mognéville,1,1,1,1,4,2,4,5,2
55341,Moirey-Flabas-Crépion,1,1,1,1,4,3,1,1,3
55346,Montfaucon-d'Argonne,1,4,1,1,4,3,2,1,1
55347,Les Monthairons,1,2,1,1,4,3,3,1,4
55348,Montiers-sur-Saulx,1,1,2,1,4,3,4,1,1
55349,Montigny-devant-Sassey,1,1,1,1,2,1,3,1,1
55351,Montmédy,3,5,4,4,5,5,5,1,2
55352,Montplonne,1,3,1,1,4,1,4,5,5
55356,Moranville,1,1,1,1,3,1,1,1,2
55358,Chanteraine,1,1,3,1,1,1,2,1,3
55359,Morley,1,1,1,1,4,1,2,1,2
55361,Moulainville,1,1,1,1,3,1,1,1,2
55362,Moulins-Saint-Hubert,1,1,1,1,3,1,1,1,1
55364,Mouzay,2,1,3,1,4,3,4,1,1
55365,Murvaux,1,1,1,1,2,1,1,1,5
55366,Val-d'Ornain,3,3,2,1,4,2,1,1,1
55368,Naives-en-Blois,1,1,1,1,4,2,1,1,1
55369,Naives-Rosières,2,1,1,1,4,2,4,5,1
55372,Nançois-sur-Ornain,1,1,1,1,4,2,2,1,1
55373,Nant-le-Grand,1,1,1,1,1,1,2,1,1
55374,Nant-le-Petit,1,1,4,1,2,1,1,1,4
55377,Nepvant,1,1,1,1,2,1,1,1,1
55378,Nettancourt,1,1,1,1,4,4,4,5,2
55379,Le Neufour,1,1,1,1,2,1,3,1,1
55380,Neuville-en-Verdunois,1,1,1,1,3,1,1,1,5
55381,Neuville-lès-Vaucouleurs,1,1,1,1,1,1,2,1,5
55382,Neuville-sur-Ornain,1,1,1,1,4,4,1,5,1
55383,Neuvilly-en-Argonne,1,1,1,1,4,1,4,1,1
55384,Nicey-sur-Aire,1,1,1,1,2,2,2,1,1
55385,Nixéville-Blercourt,2,2,2,1,4,4,3,1,2
55386,Nonsard-Lamarche,1,1,3,1,4,3,3,1,5
55388,Noyers-Auzécourt,1,1,1,1,2,1,1,5,1
55389,Nubécourt,1,1,1,1,4,2,2,1,1
55391,Olizy-sur-Chiers,1,1,1,1,2,2,4,1,1
55396,Ourches-sur-Meuse,1,1,1,1,3,1,1,1,1
55397,Pagny-la-Blanche-Côte,1,1,2,1,4,2,3,1,2
55398,Pagny-sur-Meuse,3,4,4,1,4,4,4,1,2
55401,Les Paroches,1,1,1,1,4,1,2,1,3
55403,Peuvillers,1,1,1,1,3,1,1,1,1
55404,Pierrefitte-sur-Aire,1,5,1,1,4,3,4,1,3
55405,Pillon,1,1,1,1,1,1,2,1,2
55407,Pont-sur-Meuse,1,1,1,1,2,2,2,1,3
55408,Pouilly-sur-Meuse,1,1,1,1,3,1,1,1,1
55410,Quincy-Landzécourt,1,1,1,1,1,2,3,1,2
55412,Rambucourt,1,1,2,1,4,1,4,1,2
55414,Rancourt-sur-Ornain,1,2,1,1,1,1,1,5,3
55415,Ranzières,1,1,1,1,2,1,1,1,1
55416,Rarécourt,1,1,1,1,3,2,3,1,1
55419,Récicourt,1,1,1,1,4,1,3,1,1
55420,Récourt-le-Creux,1,1,1,1,2,1,1,1,1
55425,Remoiville,1,1,1,1,2,2,3,1,5
55426,Resson,1,1,2,1,2,2,3,1,1
55427,Revigny-sur-Ornain,3,5,4,2,5,5,4,5,4
55433,Rigny-la-Salle,1,1,1,1,4,3,3,1,2
55434,Rigny-Saint-Martin,1,1,1,1,3,1,1,1,1
55435,Robert-Espagne,2,3,1,1,4,4,4,2,1
55437,Romagne-sous-les-Côtes,1,1,1,1,4,1,1,1,2
55438,Romagne-sous-Montfaucon,1,1,2,1,1,1,1,1,1
55442,Raival,1,1,2,1,4,2,2,1,3
55443,Rouvres-en-Woëvre,2,1,1,1,2,2,4,1,3
55444,Rouvrois-sur-Meuse,1,1,2,1,4,1,1,1,1
55445,Rouvrois-sur-Othain,1,1,3,1,4,3,3,1,1
55446,Rumont,1,1,1,1,3,2,1,1,2
55447,Rupt-aux-Nonains,1,2,1,1,4,1,4,5,1
55448,Rupt-devant-Saint-Mihiel,1,1,1,1,4,2,2,1,2
55449,Rupt-en-Woëvre,1,1,2,1,4,2,4,1,2
55453,Saint-André-en-Barrois,1,1,1,1,3,2,1,1,1
55454,Saint-Aubin-sur-Aire,1,1,1,1,2,2,1,1,1
55456,Saint-Germain-sur-Meuse,1,1,1,1,4,1,2,1,1
55457,Saint-Hilaire-en-Woëvre,1,1,1,1,4,1,1,1,1
55458,Saint-Jean-lès-Buzy,1,1,1,1,3,1,2,1,4
55459,Saint-Joire,1,3,2,1,4,1,1,1,1
55461,Saint-Laurent-sur-Othain,2,1,1,1,4,3,3,1,3
55462,Saint-Maurice-sous-les-Côtes,1,2,2,1,4,3,3,1,2
55463,Saint-Mihiel,3,5,4,3,5,5,5,1,1
55464,Saint-Pierrevillers,1,1,1,1,1,2,4,1,1
55465,Saint-Remy-la-Calonne,1,1,1,1,3,1,2,1,2
55466,Salmagne,1,1,1,1,4,2,3,1,2
55467,Sampigny,2,3,1,1,4,4,4,1,1
55470,Saudrupt,1,1,1,1,4,1,1,5,2
55473,Saulx-lès-Champlon,1,1,1,1,2,1,1,1,2
55474,Sauvigny,1,1,1,1,4,1,3,1,3
55475,Sauvoy,1,1,2,1,2,1,1,1,1
55476,Savonnières-devant-Bar,1,1,2,1,5,4,4,3,1
